WKT,fid,O,D,O_lat,O_lon,D_lat,D_lon,length,walkwidth,width,side,buile_MAX,build_ave,build_Min,katagawa,green,bridge,tunnel,crosswalk,roof,river,D/H,gradient,maxspeed,O_altitude,D_altitude,green_g,green_l
"MULTILINESTRING ((139.6374322 35.4488343,139.6374185 35.448807,139.6371208 35.4484237,139.637096 35.4483899))",1118,657,658,35.448389899999995,139.63709599999999,35.4488343,139.6374322,58.093999999999994,4.5,4.5,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0017,0.0,2.5,2.4,0.0,0.0
"MULTILINESTRING ((139.6377905 35.4493185,139.6377595 35.4492806,139.6374454 35.4488656,139.6374322 35.4488343))",1119,658,659,35.4488343,139.6374322,35.4493185,139.6377905,62.956,4.5,4.5,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.4,2.4,0.0,0.0
"MULTILINESTRING ((139.6381336 35.4430769,139.6388369 35.4439656,139.6389112 35.4440478))",1142,694,707,35.443076899999994,139.6381336,35.44404779999999,139.6389112,128.928,5.5,5.5,0,31.0,20.3,8.0,2.0,0,0,0,0,0,0.0,0.27049180300000003,0.0039,0.0,1.4,0.9,0.0,0.0
"MULTILINESTRING ((139.6371857 35.4443588,139.6369853 35.4441293))",1149,706,724,35.44435880000001,139.63718569999997,35.44412929999999,139.63698530000002,31.318,6.5,17.0,1,39.7,39.7,39.7,1.0,2,0,0,0,0,0.0,0.428211587,0.0032,0.0,1.1,1.0,0.0,0.0
"MULTILINESTRING ((139.6361269 35.4446182,139.6361826 35.4445865,139.6369438 35.4441529,139.6369853 35.4441293))",1158,724,725,35.44412929999999,139.63698530000002,35.4446182,139.63612690000002,94.88,5.0,5.0,0,42.0,29.9,9.0,2.0,0,0,0,0,0,0.0,0.167364017,-0.0042,0.0,1.0,1.4,0.0,0.0
"MULTILINESTRING ((139.635682 35.4473125,139.6358436 35.4476033))",1164,15,728,35.4473125,139.635682,35.4476033,139.6358436,35.32800000000001,6.0,18.0,1,23.0,16.5,10.0,2.0,2,0,0,0,0,0.0,1.090909091,-0.0028,0.0,0.8,0.9,0.0,0.0
"MULTILINESTRING ((139.6358436 35.4476033,139.6360062 35.447893))",1165,728,12,35.4476033,139.6358436,35.447893,139.6360062,35.269,6.0,18.0,1,28.0,15.0,4.0,2.0,2,0,0,0,0,0.0,1.2,-0.0085,0.0,0.9,1.2,0.0,0.0
"MULTILINESTRING ((139.63662 35.4467904,139.6368199 35.4470609))",1166,16,729,35.4467904,139.63662,35.4470609,139.6368199,35.14,8.5,24.0,1,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,-0.0057,0.0,1.0,1.2,0.0,0.0
"MULTILINESTRING ((139.6368199 35.4470609,139.6370181 35.4473158))",1167,729,2,35.4470609,139.6368199,35.4473158,139.63701809999998,35.47,8.5,24.0,1,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,-0.0085,0.0,1.2,1.5,0.0,0.0
"MULTILINESTRING ((139.6358436 35.4476033,139.6368199 35.4470609))",1169,728,729,35.4476033,139.6358436,35.4470609,139.6368199,105.906,4.5,4.5,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,-0.0028,0.0,0.9,1.2,0.0,0.0
"MULTILINESTRING ((139.6368199 35.4470609,139.6378412 35.4464858))",1170,729,730,35.4470609,139.6368199,35.4464858,139.63784119999997,105.29700000000001,4.5,4.5,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,-0.0047,0.0,1.2,1.7,0.0,0.0
"MULTILINESTRING ((139.6378412 35.4464858,139.638886 35.4459065))",1171,730,731,35.4464858,139.63784119999997,35.4459065,139.638886,114.831,4.5,4.5,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0078,0.0,1.7,0.8,0.0,0.0
"MULTILINESTRING ((139.638886 35.4459065,139.6399402 35.4453157))",1172,731,732,35.4459065,139.638886,35.4453157,139.63994019999998,114.831,4.5,4.5,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0
"MULTILINESTRING ((139.638059 35.4467315,139.6378412 35.4464858))",1173,13,730,35.4467315,139.638059,35.4464858,139.63784119999997,33.065,5.5,17.0,1,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,-0.0091,0.0,1.4,1.7,0.0,0.0
"MULTILINESTRING ((139.6378412 35.4464858,139.6376047 35.4462247))",1174,730,17,35.4464858,139.63784119999997,35.4462247,139.63760469999997,36.047,5.5,17.0,1,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,0.0194,0.0,1.7,1.0,0.0,0.0
"MULTILINESTRING ((139.6390996 35.4461509,139.638886 35.4459065))",1175,113,731,35.4461509,139.6390996,35.4459065,139.638886,33.381,4.5,15.0,1,29.0,20.3,10.0,2.0,2,0,0,0,0,0.0,0.740740741,0.009000000000000001,0.0,1.1,0.8,1.0,0.0
"MULTILINESTRING ((139.638886 35.4459065,139.6386639 35.4456488))",1176,731,112,35.4459065,139.638886,35.445648799999994,139.63866389999998,34.855,4.5,15.0,1,27.0,18.5,10.0,1.0,2,0,0,0,0,0.0,0.810810811,-0.0029,0.0,0.8,0.9,1.0,0.0
"MULTILINESTRING ((139.6400763 35.4454783,139.6399402 35.4453157))",1177,41,732,35.4454783,139.6400763,35.4453157,139.63994019999998,21.938000000000002,4.5,22.5,1,38.0,29.0,22.0,1.0,2,0,0,0,0,0.0,0.7758620690000001,-0.0046,0.0,0.7,0.8,0.0,0.0
"MULTILINESTRING ((139.6399402 35.4453157,139.6397238 35.4450464))",1178,732,9,35.4453157,139.63994019999998,35.44504640000001,139.6397238,35.674,4.5,22.5,1,31.0,28.5,26.0,1.0,2,0,0,0,0,0.0,0.7894736840000001,0.0,0.0,0.8,0.8,0.0,0.0
"MULTILINESTRING ((139.63521887 35.44653448,139.6360664 35.4460781))",1184,735,736,35.44653448,139.6352189,35.4460781,139.6360664,92.41,5.0,5.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0032,0.0,1.2,0.9,0.0,0.0
"MULTILINESTRING ((139.6360664 35.4460781,139.6370017 35.4455599))",1185,736,737,35.4460781,139.6360664,35.4455599,139.6370017,102.839,4.5,4.5,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,-0.0039,0.0,0.9,1.3,0.0,0.0
"MULTILINESTRING ((139.6370017 35.4455599,139.63806921 35.44497203))",1186,737,738,35.4455599,139.6370017,35.44497203,139.6380692,116.896,6.5,6.5,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0034,0.0,1.3,0.9,0.0,0.0
"MULTILINESTRING ((139.6353657 35.4467721,139.63521887 35.44653448))",1187,107,735,35.446772100000004,139.6353657,35.44653448,139.6352189,29.590999999999998,6.0,18.0,1,28.0,21.7,12.0,2.0,2,0,0,0,0,0.0,0.8307692309999999,0.0,0.0,1.2,1.2,0.0,0.0
"MULTILINESTRING ((139.63521887 35.44653448,139.6350535 35.4462722))",1188,735,621,35.44653448,139.6352189,35.44627220000001,139.6350535,32.814,6.0,18.0,1,31.0,22.0,13.0,2.0,2,0,0,0,0,0.0,0.818181818,0.0,0.0,1.2,1.2,0.0,0.0
"MULTILINESTRING ((139.6362462 35.4462925,139.6360664 35.4460781))",1189,108,736,35.4462925,139.6362462,35.4460781,139.6360664,28.826,8.5,24.0,1,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,0.0035,0.0,1.0,0.9,0.0,0.0
"MULTILINESTRING ((139.6360664 35.4460781,139.6359477 35.4459258))",1190,736,649,35.4460781,139.6360664,35.4459258,139.6359477,20.069000000000003,8.5,24.0,1,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,-0.005,0.0,0.9,1.0,0.0,0.0
"MULTILINESTRING ((139.6371917 35.4457669,139.6370017 35.4455599))",1191,72,737,35.4457669,139.6371917,35.4455599,139.6370017,28.625,5.5,17.0,1,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,0.0035,0.0,1.4,1.3,0.0,0.0
"MULTILINESTRING ((139.6370017 35.4455599,139.6367893 35.4453217))",1192,737,652,35.4455599,139.6370017,35.4453217,139.6367893,32.688,5.5,17.0,1,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,0.0031,0.0,1.3,1.2,0.0,0.0
"MULTILINESTRING ((139.6382499 35.4451782,139.63806921 35.44497203))",1193,109,738,35.4451782,139.6382499,35.44497203,139.6380692,27.995,4.5,15.0,1,45.0,25.0,10.0,2.0,2,0,0,0,0,0.0,0.6,0.0,0.0,0.9,0.9,1.0,0.0
"MULTILINESTRING ((139.63806921 35.44497203,139.637865 35.4447201))",1194,738,654,35.44497203,139.6380692,35.4447201,139.63786499999998,33.769,5.0,16.0,1,45.0,39.0,33.0,2.0,2,0,0,0,0,0.0,0.41025641,0.0,0.0,0.9,0.9,1.0,0.0
"MULTILINESTRING ((139.6350275 35.4462183,139.6348605 35.4459879))",1195,37,739,35.4462183,139.63502749999998,35.4459879,139.6348605,29.646,10.5,37.0,2,76.0,43.8,31.0,2.0,2,0,0,0,0,0.0,0.845714286,0.0,0.0,1.2,1.2,0.0,0.0
"MULTILINESTRING ((139.6348605 35.4459879,139.634685 35.4457588))",1196,739,305,35.4459879,139.6348605,35.4457588,139.63468500000002,30.0,10.5,37.0,2,76.0,43.8,31.0,2.0,2,0,0,0,0,0.0,0.845714286,-0.0167,0.0,1.2,1.7,0.0,0.0
"MULTILINESTRING ((139.6357839 35.4457953,139.6356024 35.4455716))",1197,647,740,35.4457953,139.6357839,35.4455716,139.6356024,30.0,5.0,24.0,1,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,0.01,0.0,1.3,1.0,0.0,0.0
"MULTILINESTRING ((139.6356024 35.4455716,139.6354147 35.4453537))",1198,740,304,35.4455716,139.6356024,35.4453537,139.63541469999998,28.39,5.0,24.0,1,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,-0.0106,0.0,1.0,1.3,0.0,0.0
"MULTILINESTRING ((139.6348605 35.4459879,139.6356024 35.4455716))",1199,739,740,35.4459879,139.6348605,35.4455716,139.6356024,80.0,2.5,7.5,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0025,0.0,1.2,1.0,0.0,0.0
"MULTILINESTRING ((139.6351511 35.4451014,139.6351717 35.4451211,139.6352069 35.4451548,139.6354147 35.4453537))",1200,304,1,35.4453537,139.63541469999998,35.4451014,139.6351511,36.841,5.0,24.0,1,34.0,16.7,7.0,2.0,2,0,0,0,0,0.0,1.44,-0.0054,0.0,1.3,1.5,0.0,0.0
"MULTILINESTRING ((139.6351511 35.4451014,139.6350952 35.4451518,139.6346356 35.4456024,139.6345646 35.4456508))",1201,281,1,35.44565080000001,139.6345646,35.4451014,139.6351511,81.084,4.0,4.0,1,37.0,19.3,9.9,2.0,0,0,0,0,0,0.0,0.20698577,-0.0025,0.0,1.3,1.5,0.0,0.0
"MULTILINESTRING ((139.6348471 35.4448707,139.6351004 35.4450629,139.6351403 35.4450932,139.6351511 35.4451014))",1202,89,1,35.44487070000001,139.6348471,35.4451014,139.6351511,37.635,5.0,24.0,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0027,0.0,1.6,1.5,0.0,0.0
"MULTILINESTRING ((139.6370181 35.4473158,139.6371207 35.4472557,139.638059 35.4467315))",1203,13,2,35.4467315,139.638059,35.4473158,139.63701809999998,114.51,4.0,14.0,1,68.0,0.0,21.0,0.0,1,0,0,0,0,0.0,0.0,-0.0009,0.0,1.4,1.5,0.0,0.0
"MULTILINESTRING ((139.6373284 35.4477195,139.6372893 35.4476692,139.6370515 35.4473606,139.6370181 35.4473158))",1204,3,2,35.4477195,139.6373284,35.4473158,139.63701809999998,52.964,10.0,30.0,1,68.0,0.0,20.0,0.0,2,0,0,0,0,0.0,0.0,0.017,0.0,2.4,1.5,0.0,0.0
"MULTILINESTRING ((139.6360062 35.447893,139.6360595 35.4478625,139.6369262 35.4473701,139.6370181 35.4473158))",1205,12,2,35.447893,139.6360062,35.4473158,139.63701809999998,111.9,4.0,10.0,1,33.0,0.0,16.0,0.0,0,0,0,0,0,0.0,0.0,-0.0027,0.0,1.2,1.5,0.0,0.0
"MULTILINESTRING ((139.6373284 35.4477195,139.6372239 35.4477705,139.6362937 35.44826,139.6362381 35.4482943))",1206,67,3,35.44829429999999,139.6362381,35.4477195,139.6373284,117.666,7.5,19.0,1,31.0,0.0,26.5,0.0,2,0,0,0,0,0.0,0.0,-0.0025,0.0,2.1,2.4,0.0,0.0
"MULTILINESTRING ((139.6376326 35.4481189,139.6375959 35.4480698,139.6373681 35.4477723,139.6373284 35.4477195))",1207,126,3,35.448118900000004,139.6376326,35.4477195,139.6373284,52.266000000000005,9.0,23.5,1,31.0,0.0,19.0,0.0,2,0,0,0,0,0.0,0.0,0.0057,0.0,2.7,2.4,0.0,0.0
"MULTILINESTRING ((139.6383772 35.4471624,139.6374429 35.4476616,139.6373284 35.4477195))",1208,73,3,35.44716240000001,139.63837719999998,35.4477195,139.6373284,113.421,7.5,19.0,1,68.0,0.0,31.0,0.0,2,0,0,0,0,0.0,0.0,-0.0088,0.0,1.4,2.4,0.0,0.0
"MULTILINESTRING ((139.6383407 35.4490416,139.6383741 35.449128))",1209,26,4,35.4490416,139.6383407,35.449128,139.6383741,10.072000000000001,11.5,29.0,1,0.0,0.0,0.0,0.0,0,0,0,1,0,0.0,0.0,-0.0298,0.0,2.3,2.6,0.0,0.0
"MULTILINESTRING ((139.638609 35.4494474,139.6385742 35.4494,139.6384161 35.4491845,139.6383741 35.449128))",1210,92,4,35.4494474,139.638609,35.449128,139.6383741,41.402,5.5,15.0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,-0.0024,0.0,2.5,2.6,0.0,0.0
"MULTILINESTRING ((139.6383741 35.449128,139.6385264 35.4490366,139.6390459 35.4487705,139.6393582 35.4486107,139.6394192 35.4485805))",1211,74,4,35.4485805,139.6394192,35.449128,139.6383741,112.595,5.0,25.5,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,-0.0009,0.0,2.5,2.6,0.0,0.0
"MULTILINESTRING ((139.6372833 35.4496789,139.6373896 35.4496167,139.6382712 35.4491829,139.6383741 35.449128))",1212,25,4,35.4496789,139.6372833,35.449128,139.6383741,116.292,4.5,25.5,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,-0.0026,0.0,2.3,2.6,0.0,0.0
"MULTILINESTRING ((139.6416053 35.4474589,139.6416571 35.4475308,139.6418629 35.4478035))",1219,83,7,35.4478035,139.6418629,35.4474589,139.6416053,44.865,5.0,22.5,1,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,-0.0089,0.0,3.0,3.4,0.0,0.0
"MULTILINESTRING ((139.6415573 35.4473987,139.6416053 35.4474589))",1220,77,7,35.4473987,139.64155730000002,35.4474589,139.6416053,7.982,4.5,22.5,1,0.0,0.0,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,3.4,3.4,0.0,0.0
"MULTILINESTRING ((139.6404997 35.4480275,139.6405642 35.4479979,139.6410853 35.4477284,139.6415173 35.4475048,139.6416053 35.4474589))",1221,116,7,35.4480275,139.6404997,35.4474589,139.6416053,118.446,5.0,25.5,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,-0.0034,0.0,3.0,3.4,0.0,0.0
"MULTILINESTRING ((139.6397238 35.4450464,139.6396645 35.4450747,139.6387073 35.4456063,139.6386639 35.4456488))",1227,112,9,35.445648799999994,139.63866389999998,35.44504640000001,139.6397238,117.315,5.0,15.5,1,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,0.0009,0.0,0.9,0.8,0.0,0.0
"MULTILINESTRING ((139.6395276 35.4447903,139.6397238 35.4450464))",1228,308,9,35.4447903,139.63952759999998,35.44504640000001,139.6397238,33.568000000000005,5.0,23.5,1,36.0,33.5,31.0,0.0,2,0,0,0,0,0.0,0.701492537,-0.006,0.0,0.6,0.8,0.0,0.0
"MULTILINESTRING ((139.6362381 35.4482943,139.6360062 35.447893))",1233,67,12,35.44829429999999,139.6362381,35.447893,139.6360062,49.32,6.0,18.0,1,32.0,30.0,28.0,2.0,2,0,0,0,0,0.0,0.6,0.0182,0.0,2.1,1.2,0.0,0.0
"MULTILINESTRING ((139.638059 35.4467315,139.6390516 35.4461739,139.6390996 35.4461509))",1235,113,13,35.4461509,139.6390996,35.4467315,139.638059,114.265,3.0,10.5,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,-0.0026,0.0,1.1,1.4,0.0,0.0
"MULTILINESTRING ((139.6382267 35.4469414,139.638059 35.4467315))",1236,292,13,35.4469414,139.6382267,35.4467315,139.638059,27.848000000000003,5.5,17.0,1,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,0.0251,0.0,2.1,1.4,0.0,0.0
"MULTILINESTRING ((139.635682 35.4473125,139.6355137 35.4470227))",1240,299,15,35.4470227,139.6355137,35.4473125,139.635682,35.649,6.0,18.0,1,39.0,16.3,4.0,2.0,2,0,0,0,0,0.0,1.107692308,0.0084,0.0,1.1,0.8,0.0,0.0
"MULTILINESTRING ((139.63662 35.4467904,139.6365135 35.4468489,139.636383 35.446916,139.6363383 35.4469197,139.6358939 35.4471714,139.6358581 35.4472142,139.6357312 35.4472789,139.635682 35.4473125))",1242,16,15,35.4467904,139.63662,35.4473125,139.635682,103.85,5.0,12.0,1,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,0.0019,0.0,1.0,0.8,0.0,0.0
"MULTILINESTRING ((139.6364282 35.4465236,139.6365674 35.4467229,139.63662 35.4467904))",1243,298,16,35.446523600000006,139.63642819999998,35.4467904,139.63662,34.387,8.5,24.0,1,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"MULTILINESTRING ((139.6376047 35.4462247,139.636727 35.4467274,139.63662 35.4467904))",1244,17,16,35.4462247,139.63760469999997,35.4467904,139.63662,109.149,5.0,12.0,1,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"MULTILINESTRING ((139.6376047 35.4462247,139.637392 35.445988))",1245,300,17,35.445988,139.637392,35.4462247,139.63760469999997,32.619,5.5,17.0,1,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,0.0092,0.0,1.3,1.0,0.0,0.0
"MULTILINESTRING ((139.6386639 35.4456488,139.6386077 35.4456693,139.6376047 35.4462247))",1246,112,17,35.445648799999994,139.63866389999998,35.4462247,139.63760469999997,115.43799999999999,5.0,12.0,1,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,-0.0009,0.0,0.9,1.0,0.0,0.0
"MULTILINESTRING ((139.6365155 35.4486898,139.6362381 35.4482943))",1247,67,18,35.44829429999999,139.6362381,35.4486898,139.6365155,50.65,6.0,18.0,1,38.0,27.0,17.0,2.0,2,0,0,0,0,0.0,0.666666667,-0.002,0.0,2.1,2.2,0.0,0.0
"MULTILINESTRING ((139.6365155 35.4486898,139.6365744 35.4486587,139.637096 35.4483899))",1248,657,18,35.448389899999995,139.63709599999999,35.4486898,139.6365155,62.266999999999996,4.0,13.0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0048,0.0,2.5,2.2,0.0,0.0
"MULTILINESTRING ((139.6368549 35.4491284,139.636813 35.4490757,139.6365155 35.4486898))",1249,120,18,35.4491284,139.6368549,35.4486898,139.6365155,57.653,6.0,18.0,1,36.0,29.0,17.0,2.0,2,0,0,0,0,0.0,0.620689655,-0.0017,0.0,2.1,2.2,0.0,0.0
"MULTILINESTRING ((139.635826 35.4458467,139.6359477 35.4459258))",1258,649,22,35.4459258,139.6359477,35.4458467,139.635826,14.103,8.5,24.0,1,0.0,0.0,0.0,0.0,2,0,0,1,0,0.0,0.0,-0.1276,0.0,1.0,2.8,0.0,0.0
"MULTILINESTRING ((139.635826 35.4458467,139.6359145 35.4457963))",1259,648,22,35.4457963,139.6359145,35.4458467,139.635826,9.782,6.0,33.0,1,0.0,0.0,0.0,0.0,2,0,0,1,0,0.0,0.0,-0.1533,0.0,1.3,2.8,0.0,0.0
"MULTILINESTRING ((139.6350535 35.4462722,139.6351633 35.4462152,139.6354684 35.4460564,139.6357124 35.4459133,139.635826 35.4458467))",1260,621,22,35.44627220000001,139.6350535,35.4458467,139.635826,84.50399999999999,6.0,33.0,1,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,-0.0189,0.0,1.2,2.8,0.0,0.0
"MULTILINESTRING ((139.6357839 35.4457953,139.635826 35.4458467))",1261,647,22,35.4457953,139.6357839,35.4458467,139.635826,6.871,5.0,24.0,1,0.0,0.0,0.0,0.0,2,0,0,1,0,0.0,0.0,-0.2183,0.0,1.3,2.8,0.0,0.0
"MULTILINESTRING ((139.6372833 35.4496789,139.6372259 35.449606))",1269,27,25,35.44960600000001,139.6372259,35.4496789,139.6372833,9.63,5.5,26.0,1,0.0,0.0,0.0,0.0,2,0,0,1,0,0.0,0.0,0.0,0.0,2.3,2.3,0.0,0.0
"MULTILINESTRING ((139.6375386 35.4499881,139.6373476 35.4497546,139.6372833 35.4496789))",1270,85,25,35.4499881,139.63753860000003,35.4496789,139.6372833,41.43600000000001,5.5,26.0,1,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,0.0024,0.0,2.4,2.3,0.0,0.0
"MULTILINESTRING ((139.6379704 35.448563,139.6380011 35.4486057,139.63828 35.4489704,139.6383407 35.4490416))",1272,121,26,35.448563,139.6379704,35.4490416,139.6383407,62.92,8.5,24.0,1,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,0.0032,0.0,2.5,2.3,0.0,0.0
"MULTILINESTRING ((139.6383407 35.4490416,139.6382092 35.4491131,139.6377905 35.4493185))",1273,659,26,35.4493185,139.6377905,35.4490416,139.6383407,58.593999999999994,7.38,25.83,1,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0017,0.0,2.4,2.3,0.0,0.0
"MULTILINESTRING ((139.6393679 35.4485144,139.6393056 35.4485443,139.6388223 35.4487923,139.6384769 35.4489641,139.6383407 35.4490416))",1274,76,26,35.4485144,139.6393679,35.4490416,139.6383407,109.99700000000001,5.0,25.4,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0018,0.0,2.5,2.3,0.0,0.0
"MULTILINESTRING ((139.6372259 35.449606,139.6371762 35.4495446,139.636918 35.4492084,139.6368919 35.4491753,139.6368549 35.4491284))",1276,120,27,35.4491284,139.6368549,35.44960600000001,139.6372259,62.848,6.0,18.0,1,31.0,19.7,13.0,2.0,2,0,0,0,0,0.0,0.915254237,-0.0032,0.0,2.1,2.3,0.0,0.0
