モニターID,ダイアリーID,交通手段,リンクID,リンク出発時刻,所要時間(s),速度(km/h),リンクコスト,リンク長(m)
6452,22786,100,2394,2019-12-13 10:40:21.0,18.0,5.9,0,29.646
6452,22787,100,2285,2019-12-13 10:44:22.0,75.0,2.7,0,56.989
6452,22789,100,554,2019-12-13 10:48:18.0,2.0,18.5,0,10.279000000000002
6452,22791,100,260,2019-12-13 10:55:53.0,0.0,2.147483647E8,1,13.613
6459,22823,100,257,2019-12-13 10:40:51.0,35.0,1.5,1,15.399
6459,22825,100,1271,2019-12-13 10:43:36.0,4.0,6.5,0,7.331
6459,22825,100,1212,2019-12-13 10:43:40.0,87.0,4.8,2,116.292
6459,22825,100,10,2019-12-13 10:45:07.0,0.0,2.147483647E8,0,10.072
6459,22825,100,75,2019-12-13 10:45:07.0,88.0,4.4,1,109.997
6459,22825,100,215,2019-12-13 10:46:35.0,73.0,5.7,2,116.118
6459,22825,100,1415,2019-12-13 10:47:48.0,119.0,3.5,0,117.831
6459,22825,100,218,2019-12-13 10:49:47.0,159.0,1.4,0,64.117
6459,22825,100,1340,2019-12-13 10:52:26.0,45.0,4.5,0,56.409
6459,22825,100,1338,2019-12-13 10:53:11.0,0.0,2.147483647E8,0,8.536
6459,22825,100,1254,2019-12-13 10:53:11.0,55.0,5.8,0,88.791
6459,22825,100,52,2019-12-13 10:54:06.0,1.0,26.8,0,7.465
6459,22825,100,1392,2019-12-13 10:54:07.0,14.0,7.7,0,30.208
6459,22825,100,1321,2019-12-13 10:54:21.0,6.0,7.2,0,12.143
6459,22825,100,121,2019-12-13 10:54:27.0,0.0,2.147483647E8,0,6.3210000000000015
6459,22826,100,1116,2019-12-13 11:20:47.0,74.0,5.8,4,120.449
6459,22826,100,1489,2019-12-13 11:22:01.0,4.0,6.2,0,6.9860000000000015
6459,22826,100,291,2019-12-13 11:22:05.0,0.0,2.147483647E8,2,27.337
6459,22826,100,1873,2019-12-13 11:22:05.0,40.0,2.8,4,31.785
6459,22826,100,673,2019-12-13 11:22:45.0,11.0,9.5,2,29.156
6459,22826,100,1149,2019-12-13 11:22:56.0,15.0,7.5,3,31.318
6459,22826,100,1547,2019-12-13 11:23:11.0,22.0,7.1,2,43.474
6459,22826,100,347,2019-12-13 11:23:33.0,110.0,1.4,1,44.957
6459,22834,100,1444,2019-12-13 11:34:10.0,7.0,4.5,0,8.761000000000001
6466,23355,100,2296,2019-12-10 08:47:26.0,26.0,5.1,0,37.239
6466,23355,100,1098,2019-12-10 08:47:52.0,23.0,4.5,0,29.296
6466,23355,100,1105,2019-12-10 08:48:15.0,77.0,1.4,0,29.959
6466,23355,100,1110,2019-12-10 08:49:32.0,4.0,6.7,0,7.484
6466,23355,100,1112,2019-12-10 08:49:36.0,10.0,5.2,0,14.71
6466,23362,100,304,2019-12-10 17:07:39.0,34.0,5.2,0,49.658
6466,23362,100,1502,2019-12-10 17:08:13.0,31.0,5.7,0,49.828
6466,23362,100,1466,2019-12-10 17:08:44.0,14.0,4.6,0,18.058
6466,23362,100,1463,2019-12-10 17:08:58.0,0.0,2.147483647E8,6,55.82899999999999
6466,23362,100,1457,2019-12-10 17:08:58.0,0.0,2.147483647E8,2,10.065
6466,23362,100,259,2019-12-10 17:08:58.0,174.0,4.7,0,230.96
6466,23362,100,1460,2019-12-10 17:11:52.0,68.0,4.3,3,82.34700000000002
6466,23362,100,260,2019-12-10 17:13:00.0,12.0,4.0,0,13.613
6474,23421,100,1633,2019-12-11 11:00:53.0,57.0,4.7,3,75.46300000000002
6474,23421,100,1385,2019-12-11 11:01:50.0,46.0,4.5,0,57.647
6474,23421,100,1373,2019-12-11 11:02:36.0,41.0,4.3,2,50.021
6474,23421,100,175,2019-12-11 11:03:17.0,166.0,2.3,0,106.899
6474,23422,100,1887,2019-12-11 11:22:21.0,98.0,3.8,20,106.012
6474,23422,100,690,2019-12-11 11:23:59.0,108.0,2.1,12,65.75
6474,23422,100,1890,2019-12-11 11:25:47.0,55.0,4.2,15,64.653
6474,23422,100,692,2019-12-11 11:26:42.0,110.0,2.7,15,84.70100000000002
6474,23422,100,1768,2019-12-11 11:28:32.0,0.0,2.147483647E8,2,39.024
6474,23422,100,1441,2019-12-11 11:28:32.0,20.0,5.4,1,30.414
6474,23422,100,241,2019-12-11 11:28:52.0,50.0,2.1,1,29.34
6474,23422,100,640,2019-12-11 11:29:42.0,27.0,2.1,0,16.343
6474,23422,100,2395,2019-12-11 11:30:09.0,14.0,7.7,0,30.0
6474,23422,100,2394,2019-12-11 11:30:23.0,12.0,8.8,0,29.646
6474,23422,100,108,2019-12-11 11:30:35.0,2.0,11.5,0,6.44
6474,23422,100,2387,2019-12-11 11:30:37.0,72.0,1.6,0,32.814
6474,23422,100,2386,2019-12-11 11:31:49.0,148.0,0.7,0,29.591
6474,23422,100,282,2019-12-11 11:34:17.0,83.0,4.1,1,95.954
6474,23423,100,202,2019-12-11 11:38:26.0,117.0,3.5,0,116.08
6474,23423,100,287,2019-12-11 11:40:23.0,88.0,4.9,0,119.95
6474,23423,100,288,2019-12-11 11:41:51.0,16.0,6.6,0,29.649
6474,23431,100,1177,2019-12-11 12:19:38.0,17.0,4.6,0,21.938
6474,23431,100,1178,2019-12-11 12:19:55.0,21.0,6.1,0,35.674
6474,23431,100,28,2019-12-11 12:20:16.0,105.0,4.0,1,117.315
6474,23431,100,1246,2019-12-11 12:22:01.0,91.0,4.5,0,115.438
6474,23431,100,1244,2019-12-11 12:23:32.0,82.0,4.7,6,109.149
6474,23431,100,1242,2019-12-11 12:24:54.0,74.0,5.0,2,103.85
6474,23431,100,42,2019-12-11 12:26:08.0,45.0,4.1,1,51.698
6474,23442,100,278,2019-12-11 12:30:22.0,4.0,7.8,0,8.672
6474,23442,100,1087,2019-12-11 12:30:26.0,73.0,4.6,6,95.143
6474,23442,100,1753,2019-12-11 12:31:39.0,31.0,1.1,0,10.279000000000002
6474,23442,100,1267,2019-12-11 12:32:10.0,60.0,4.7,2,79.056
6474,23443,100,88,2019-12-11 12:35:58.0,1.0,40.8,1,11.349
6474,23456,100,1287,2019-12-11 13:13:48.0,3.0,13.6,0,11.349
6474,23460,100,1283,2019-12-11 13:15:52.0,48.0,4.0,1,54.62600000000001
6474,23460,100,82,2019-12-11 13:16:40.0,13.0,3.8,0,13.901
6474,23460,100,2178,2019-12-11 13:16:53.0,33.0,4.5,1,41.674
6474,23460,100,978,2019-12-11 13:17:26.0,9.0,2.9,0,7.322
6474,23460,100,2175,2019-12-11 13:17:35.0,23.0,5.5,0,35.218
6474,23460,100,1363,2019-12-11 13:17:58.0,51.0,4.4,2,62.94600000000001
6474,23460,100,163,2019-12-11 13:18:49.0,24.0,6.2,0,41.43
6474,23460,100,2187,2019-12-11 13:19:13.0,2.0,5.5,0,3.074
6474,23460,100,2154,2019-12-11 13:19:15.0,6.0,28.6,5,47.707
6474,23460,100,954,2019-12-11 13:19:21.0,40.0,5.6,13,62.596
6485,23505,100,88,2019-12-09 11:46:56.0,0.0,2.147483647E8,3,11.349
6485,23509,100,258,2019-12-09 11:54:08.0,0.0,2.147483647E8,1,10.065
6485,23541,100,582,2019-12-09 12:28:25.0,0.0,2.147483647E8,0,7.63
6485,23541,100,1430,2019-12-09 12:28:25.0,42.0,6.0,2,70.514
6485,23541,100,1219,2019-12-09 12:29:07.0,79.0,2.0,0,44.865
6485,23541,100,19,2019-12-09 12:30:26.0,6.0,5.0,0,8.499
6485,23545,100,139,2019-12-09 12:32:31.0,0.0,2.147483647E8,0,8.536
6485,23545,100,142,2019-12-09 12:32:31.0,33.0,6.1,0,56.61600000000001
6485,23545,100,192,2019-12-09 12:33:04.0,23.0,5.1,1,32.727
6485,23545,100,1392,2019-12-09 12:33:27.0,20.0,5.4,1,30.208
6485,23545,100,1321,2019-12-09 12:33:47.0,12.0,3.6,0,12.143
6485,23545,100,1177,2019-12-09 12:33:59.0,14.0,5.6,0,21.938
6485,23545,100,1178,2019-12-09 12:34:13.0,31.0,4.1,1,35.674
6485,23545,100,29,2019-12-09 12:34:44.0,19.0,6.3,1,33.568000000000005
6485,23545,100,1487,2019-12-09 12:35:03.0,503.0,0.2,0,29.649
6485,23545,100,1486,2019-12-09 12:43:26.0,81.0,5.3,4,119.95
6490,23583,100,169,2019-12-12 13:38:32.0,0.0,2.147483647E8,0,12.449000000000002
6490,23587,100,88,2019-12-12 13:40:32.0,0.0,2.147483647E8,2,11.349
6490,23598,100,933,2019-12-12 14:51:22.0,4.0,6.9,0,7.74
6490,23601,100,991,2019-12-12 14:56:35.0,5.0,25.2,1,35.137
6490,23605,100,2144,2019-12-12 15:49:02.0,29.0,3.8,8,31.002
6490,23605,100,946,2019-12-12 15:49:31.0,43.0,4.7,22,56.584
6490,23605,100,2175,2019-12-12 15:50:14.0,28.0,4.5,15,35.218
6490,23618,100,935,2019-12-12 15:54:51.0,73.0,2.5,6,51.257
6491,23663,100,1266,2019-12-09 15:33:41.0,77.0,5.2,3,111.338
6491,23663,100,69,2019-12-09 15:34:58.0,19.0,9.2,5,48.85
6491,23663,100,1756,2019-12-09 15:35:17.0,97.0,4.5,5,121.722
6491,23663,100,556,2019-12-09 15:36:54.0,133.0,2.7,4,99.767
6491,23663,100,592,2019-12-09 15:39:07.0,0.0,2.147483647E8,0,22.677
6491,23663,100,1849,2019-12-09 15:39:07.0,76.0,4.8,1,102.868
6491,23663,100,649,2019-12-09 15:40:23.0,100.0,3.2,4,90.116
6491,23672,100,108,2019-12-09 15:52:35.0,4.0,5.7,0,6.44
6491,23672,100,2387,2019-12-09 15:52:39.0,23.0,5.1,0,32.814
6491,23672,100,2386,2019-12-09 15:53:02.0,39.0,2.7,0,29.591
6491,23672,100,283,2019-12-09 15:53:41.0,25.0,4.4,1,30.923
6491,23672,100,1240,2019-12-09 15:54:06.0,33.0,3.8,1,35.649
6491,23672,100,1164,2019-12-09 15:54:39.0,41.0,3.1,2,35.328
6491,23672,100,1165,2019-12-09 15:55:20.0,47.0,2.7,1,35.269
6491,23672,100,34,2019-12-09 15:56:07.0,115.0,1.5,1,49.32
6500,23996,100,2373,2019-12-10 09:06:23.0,16.0,8.1,0,36.047
6500,23996,100,2372,2019-12-10 09:06:39.0,24.0,4.9,0,33.065
6501,24228,100,1333,2019-12-18 08:04:38.0,29.0,4.1,3,33.746
6501,24230,100,2379,2019-12-18 08:07:49.0,62.0,5.4,10,93.663
6501,24230,100,2378,2019-12-18 08:08:51.0,95.0,5.5,10,146.561
6501,24230,100,1455,2019-12-18 08:10:26.0,3.0,8.2,0,6.843
6501,24230,100,254,2019-12-18 08:10:29.0,5.0,5.4,0,7.591
6501,24245,100,1299,2019-12-18 12:03:23.0,381.0,0.2,2,27.719
6501,24251,100,100,2019-12-18 12:40:08.0,266.0,0.3,1,27.719
6501,24265,100,1180,2019-12-18 17:22:04.0,61.0,5.5,12,93.663
6501,24265,100,126,2019-12-18 17:23:05.0,34.0,4.4,3,42.01600000000001
6501,24266,100,134,2019-12-18 17:25:53.0,9.0,13.4,4,33.746
6501,24266,100,136,2019-12-18 17:26:02.0,21.0,14.0,16,81.71300000000002
6501,24266,100,1419,2019-12-18 17:26:23.0,45.0,8.9,0,112.421
6501,24294,100,137,2019-12-19 07:35:40.0,3.0,10.3,1,8.663
6501,24295,100,132,2019-12-19 07:37:29.0,0.0,2.147483647E8,3,42.28100000000001
6501,24298,100,1325,2019-12-19 07:40:53.0,32.0,4.7,1,42.01600000000001
6501,24298,100,2379,2019-12-19 07:41:25.0,63.0,5.3,10,93.663
6501,24298,100,2378,2019-12-19 07:42:28.0,105.0,5.0,7,146.561
6501,24298,100,1455,2019-12-19 07:44:13.0,7.0,3.5,0,6.843
6501,24298,100,254,2019-12-19 07:44:20.0,4.0,6.8,0,7.591
6501,24298,100,2341,2019-12-19 07:44:24.0,78.0,5.9,11,128.928
6501,24298,100,1446,2019-12-19 07:45:42.0,10.0,25.1,12,69.89
6501,24309,100,1180,2019-12-19 16:52:17.0,64.0,5.2,12,93.663
6501,24309,100,126,2019-12-19 16:53:21.0,22.0,6.8,4,42.01600000000001
6501,24309,100,130,2019-12-19 16:53:43.0,31.0,4.9,3,42.637
6501,24309,100,132,2019-12-19 16:54:14.0,28.0,5.4,4,42.28100000000001
6501,24309,100,134,2019-12-19 16:54:42.0,32.0,3.7,4,33.746
6501,24309,100,136,2019-12-19 16:55:14.0,32.0,9.1,16,81.71300000000002
6501,24336,100,1335,2019-12-20 08:15:07.0,38.0,7.7,13,81.71300000000002
6501,24336,100,1333,2019-12-20 08:15:45.0,21.0,5.7,3,33.746
6501,24338,100,1329,2019-12-20 08:17:36.0,30.0,5.1,4,42.637
6501,24338,100,1325,2019-12-20 08:18:06.0,31.0,4.8,4,42.01600000000001
6501,24338,100,2379,2019-12-20 08:18:37.0,52.0,6.4,13,93.663
6501,24338,100,2378,2019-12-20 08:19:29.0,133.0,3.9,13,146.561
6501,24338,100,1455,2019-12-20 08:21:42.0,2.0,12.3,0,6.843
6501,24338,100,254,2019-12-20 08:21:44.0,4.0,6.8,0,7.591
6501,24357,100,1222,2019-12-20 12:03:43.0,10.0,5.2,0,14.545
6501,24357,100,24,2019-12-20 12:03:53.0,55.0,3.9,1,60.274
6501,24368,100,1180,2019-12-20 17:24:31.0,65.0,5.1,8,93.663
6501,24368,100,126,2019-12-20 17:25:36.0,22.0,6.8,2,42.01600000000001
6501,24368,100,130,2019-12-20 17:25:58.0,29.0,5.2,2,42.637
6501,24368,100,132,2019-12-20 17:26:27.0,23.0,6.6,2,42.28100000000001
6501,24368,100,134,2019-12-20 17:26:50.0,11.0,11.0,4,33.746
6501,24368,100,136,2019-12-20 17:27:01.0,59.0,4.9,17,81.71300000000002
6501,24381,100,1333,2019-12-24 08:06:57.0,20.0,6.0,3,33.746
6501,24385,100,2379,2019-12-24 08:10:58.0,77.0,4.3,14,93.663
6501,24385,100,2378,2019-12-24 08:12:15.0,91.0,5.7,11,146.561
6501,24385,100,1455,2019-12-24 08:13:46.0,1.0,24.6,0,6.843
6501,24385,100,254,2019-12-24 08:13:47.0,3.0,9.1,0,7.591
6501,24385,100,1491,2019-12-24 08:13:50.0,82.0,5.2,13,119.95
6501,24385,100,291,2019-12-24 08:15:12.0,4.0,24.6,4,27.337
6501,24387,100,1143,2019-12-24 08:21:12.0,0.0,2.147483647E8,1,9.667
6501,24396,100,1180,2019-12-24 16:51:55.0,54.0,6.2,11,93.663
6501,24396,100,126,2019-12-24 16:52:49.0,31.0,4.8,4,42.01600000000001
6501,24396,100,130,2019-12-24 16:53:20.0,27.0,5.6,3,42.637
6501,24396,100,132,2019-12-24 16:53:47.0,25.0,6.0,3,42.28100000000001
6501,24396,100,134,2019-12-24 16:54:12.0,40.0,3.0,4,33.746
6501,24427,100,1325,2019-12-25 08:10:11.0,39.0,3.8,3,42.01600000000001
6501,24427,100,2379,2019-12-25 08:10:50.0,72.0,4.6,14,93.663
6501,24427,100,2378,2019-12-25 08:12:02.0,114.0,4.6,13,146.561
6501,24427,100,1455,2019-12-25 08:13:56.0,6.0,4.1,0,6.843
6501,24427,100,254,2019-12-25 08:14:02.0,3.0,9.1,0,7.591
6501,24447,100,1180,2019-12-25 16:52:28.0,73.0,4.6,11,93.663
6501,24447,100,126,2019-12-25 16:53:41.0,29.0,5.2,3,42.01600000000001
6501,24447,100,130,2019-12-25 16:54:10.0,27.0,5.6,1,42.637
6504,24453,100,255,2019-12-11 17:53:46.0,36.0,12.5,2,125.622
6504,24456,100,680,2019-12-11 17:59:11.0,61.0,3.9,6,66.468
6504,24456,100,1630,2019-12-11 18:00:12.0,42.0,5.5,5,64.908
6504,24456,100,432,2019-12-11 18:00:54.0,65.0,5.8,15,104.731
6504,24458,100,431,2019-12-12 07:58:21.0,41.0,5.6,2,64.908
6504,24458,100,1879,2019-12-12 07:59:02.0,54.0,4.4,2,66.468
6504,24458,100,1301,2019-12-12 07:59:56.0,51.0,5.8,0,82.931
6504,24460,100,348,2019-12-12 08:02:02.0,10.0,15.6,0,43.474
6504,24467,100,1626,2019-12-13 07:59:19.0,0.0,2.147483647E8,1,47.757
6504,24468,100,678,2019-12-13 08:00:47.0,0.0,2.147483647E8,2,49.417
6504,24474,100,1447,2019-12-13 08:03:44.0,144.0,4.4,57,176.013
6504,24538,100,248,2019-12-13 17:28:21.0,92.0,6.8,54,176.013
6504,24538,100,1299,2019-12-13 17:29:53.0,8.0,12.4,0,27.719
6504,24538,100,102,2019-12-13 17:30:01.0,84.0,3.5,4,82.931
6504,24538,100,680,2019-12-13 17:31:25.0,50.0,4.7,5,66.468
6504,24538,100,1630,2019-12-13 17:32:15.0,23.0,10.1,3,64.908
6504,24538,100,432,2019-12-13 17:32:38.0,91.0,4.1,10,104.731
6504,24539,100,2031,2019-12-16 07:43:40.0,9.0,14.8,4,37.119
6504,24540,100,1879,2019-12-16 07:46:02.0,53.0,4.5,3,66.468
6504,24545,100,1447,2019-12-16 07:48:47.0,333.0,1.9,56,176.013
6504,24552,100,291,2019-12-16 16:24:13.0,124.0,0.7,0,27.337
6504,24554,100,201,2019-12-16 16:27:38.0,7.0,3.8,0,7.577000000000001
6504,24557,100,431,2019-12-17 08:02:10.0,49.0,4.7,5,64.908
6504,24557,100,1879,2019-12-17 08:02:59.0,72.0,3.3,3,66.468
6504,24557,100,1301,2019-12-17 08:04:11.0,38.0,7.8,1,82.931
6504,24557,100,100,2019-12-17 08:04:49.0,3.0,33.2,3,27.719
6504,24558,100,347,2019-12-17 08:06:35.0,0.0,2.147483647E8,9,44.957
6504,24561,100,1491,2019-12-17 17:45:57.0,151.0,2.8,39,119.95
6504,24561,100,290,2019-12-17 17:48:28.0,9.0,2.7,0,6.9860000000000015
6504,24561,100,2393,2019-12-17 17:48:37.0,54.0,2.2,1,33.769
6504,24561,100,2392,2019-12-17 17:49:31.0,24.0,4.1,0,27.995
6504,24561,100,286,2019-12-17 17:49:55.0,23.0,4.7,0,30.507
6504,24561,100,1492,2019-12-17 17:50:18.0,24.0,5.0,0,33.873000000000005
6504,24562,100,44,2019-12-17 17:53:15.0,12.0,10.3,0,34.387
6504,24563,100,1165,2019-12-17 17:55:02.0,18.0,7.0,0,35.269
6504,24563,100,34,2019-12-17 17:55:20.0,39.0,4.5,0,49.32
6504,24563,100,1247,2019-12-17 17:55:59.0,42.0,4.3,0,50.65
6504,24563,100,50,2019-12-17 17:56:41.0,50.0,4.1,1,57.653
6504,24563,100,1276,2019-12-17 17:57:31.0,29.0,7.8,2,62.848
6504,24563,100,76,2019-12-17 17:58:00.0,3.0,8.8,1,7.369
6504,24565,100,1438,2019-12-17 18:00:07.0,10.0,11.0,0,30.636
6504,24566,100,431,2019-12-18 07:48:58.0,51.0,4.5,7,64.908
6504,24566,100,1879,2019-12-18 07:49:49.0,37.0,6.4,3,66.468
6504,24570,100,348,2019-12-18 07:52:27.0,13.0,12.0,0,43.474
6504,24571,100,431,2019-12-19 08:05:47.0,55.0,4.2,8,64.908
6504,24571,100,1879,2019-12-19 08:06:42.0,60.0,3.9,5,66.468
6504,24571,100,678,2019-12-19 08:07:42.0,0.0,2.147483647E8,0,49.417
6504,24577,100,1447,2019-12-19 08:09:41.0,76.0,8.3,51,176.013
6504,24581,100,248,2019-12-19 17:36:18.0,188.0,3.3,62,176.013
6504,24589,100,678,2019-12-19 17:42:08.0,10.0,17.7,0,49.417
6504,24589,100,696,2019-12-19 17:42:18.0,27.0,8.7,6,65.791
6504,24591,100,341,2019-12-19 17:45:37.0,7.0,24.4,1,47.504
6504,24592,100,431,2019-12-20 08:02:29.0,45.0,5.1,0,64.908
6504,24592,100,1879,2019-12-20 08:03:14.0,40.0,5.9,0,66.468
6504,24592,100,1301,2019-12-20 08:03:54.0,59.0,5.0,5,82.931
6504,24592,100,100,2019-12-20 08:04:53.0,33.0,3.0,1,27.719
6504,24592,100,1447,2019-12-20 08:05:26.0,156.0,4.0,50,176.013
6504,24592,100,247,2019-12-20 08:08:02.0,67.0,3.7,34,69.89
6505,24600,100,347,2019-12-12 08:50:06.0,25.0,6.4,0,44.957
6505,24602,100,673,2019-12-12 20:06:24.0,0.0,2.147483647E8,1,29.156
6505,24603,100,290,2019-12-12 20:06:39.0,15.0,1.6,0,6.9860000000000015
6505,24603,100,2393,2019-12-12 20:06:54.0,31.0,3.9,0,33.769
6505,24603,100,2392,2019-12-12 20:07:25.0,23.0,4.3,0,27.995
6505,24603,100,286,2019-12-12 20:07:48.0,20.0,5.4,0,30.507
6505,24603,100,1492,2019-12-12 20:08:08.0,21.0,5.8,0,33.873000000000005
6505,24603,100,1246,2019-12-12 20:08:29.0,77.0,5.3,3,115.438
6505,24608,100,1189,2019-12-12 21:56:24.0,30.0,3.4,1,28.826
6505,24608,100,1190,2019-12-12 21:56:54.0,12.0,6.0,0,20.069000000000006
6505,24608,100,2311,2019-12-12 21:57:06.0,7.0,7.5,0,14.71
6505,24608,100,2309,2019-12-12 21:57:13.0,3.0,8.9,0,7.484
6505,24608,100,2304,2019-12-12 21:57:16.0,15.0,7.1,0,29.959
6505,24608,100,2297,2019-12-12 21:57:31.0,14.0,7.5,0,29.296
6505,24608,100,1097,2019-12-12 21:57:45.0,21.0,6.3,1,37.239
6505,24626,100,246,2019-12-19 08:09:05.0,7.0,5.9,4,11.504
6505,24641,100,347,2019-12-23 08:05:40.0,19.0,8.5,1,44.957
6505,24651,100,1546,2019-12-23 19:41:36.0,0.0,2.147483647E8,3,44.957
6505,24652,100,347,2019-12-24 08:03:25.0,0.0,2.147483647E8,0,44.957
6505,24659,100,1872,2019-12-24 17:30:36.0,37.0,2.8,4,29.156
6505,24659,100,674,2019-12-24 17:31:13.0,10.0,11.4,4,31.785
6505,24659,100,1490,2019-12-24 17:31:23.0,6.0,16.4,2,27.337
6505,24659,100,290,2019-12-24 17:31:29.0,5.0,5.0,0,6.9860000000000015
6505,24659,100,2315,2019-12-24 17:31:34.0,88.0,4.9,8,120.449
6505,24659,100,1488,2019-12-24 17:33:02.0,34.0,6.6,0,62.754
6505,24659,100,288,2019-12-24 17:33:36.0,27.0,3.9,1,29.649
6505,24659,100,1228,2019-12-24 17:34:03.0,17.0,7.1,0,33.568000000000005
6505,24659,100,2377,2019-12-24 17:34:20.0,20.0,6.4,0,35.674
6505,24659,100,2376,2019-12-24 17:34:40.0,19.0,4.1,0,21.938
6505,24659,100,122,2019-12-24 17:34:59.0,10.0,4.3,0,12.143
6505,24659,100,193,2019-12-24 17:35:09.0,18.0,6.0,0,30.208
6505,24660,100,141,2019-12-24 17:36:29.0,36.0,5.6,0,56.409
6505,24660,100,313,2019-12-24 17:37:05.0,1.0,31.4,0,8.736
6505,24660,100,1418,2019-12-24 17:37:06.0,43.0,5.3,0,63.43
6505,24660,100,221,2019-12-24 17:37:49.0,2.0,15.0,0,8.374
6505,24660,100,1218,2019-12-24 17:37:51.0,1.0,30.5,0,8.499
6505,24660,100,20,2019-12-24 17:37:52.0,34.0,4.7,3,44.865
6505,24660,100,1428,2019-12-24 17:38:26.0,1.0,29.4,0,8.176
6505,24678,100,57,2019-12-24 17:41:55.0,81.0,5.1,4,115.828
6505,24679,100,58,2019-12-24 17:44:20.0,0.0,2.147483647E8,28,78.194
6505,24710,100,1143,2019-12-25 08:10:31.0,0.0,2.147483647E8,0,9.667
6505,24710,100,2339,2019-12-25 08:10:31.0,0.0,2.147483647E8,0,8.901
6506,24714,100,665,2019-12-16 17:24:54.0,0.0,2.147483647E8,1,29.768
6506,24722,100,291,2019-12-18 17:19:47.0,22.0,4.4,1,27.337
6506,24722,100,1873,2019-12-18 17:20:09.0,5.0,22.8,0,31.785
6506,24722,100,1869,2019-12-18 17:20:14.0,55.0,6.0,2,92.518
6506,24722,100,671,2019-12-18 17:21:09.0,88.0,3.7,0,92.532
6506,24723,100,1867,2019-12-19 07:54:05.0,64.0,5.1,0,92.427
6506,24724,100,673,2019-12-19 07:56:28.0,0.0,2.147483647E8,3,29.156
6506,24728,100,198,2019-12-20 08:18:08.0,0.0,2.147483647E8,1,30.9
6506,24729,100,1117,2019-12-20 08:20:37.0,3.0,8.7,2,7.269
6506,24730,100,670,2019-12-23 08:12:25.0,62.0,5.3,0,92.518
6506,24730,100,674,2019-12-23 08:13:27.0,15.0,7.6,0,31.785
6506,24730,100,1490,2019-12-23 08:13:42.0,28.0,3.5,1,27.337
6506,24730,100,292,2019-12-23 08:14:10.0,63.0,6.8,6,119.95
6506,24731,100,2342,2019-12-23 17:18:01.0,0.0,2.147483647E8,2,9.667
6506,24735,100,1400,2019-12-23 17:21:45.0,1.0,27.2,1,7.577000000000001
6506,24736,100,667,2019-12-24 08:03:53.0,60.0,5.6,2,94.018
6506,24736,100,1872,2019-12-24 08:04:53.0,41.0,2.5,1,29.156
6506,24736,100,674,2019-12-24 08:05:34.0,13.0,8.8,4,31.785
6506,24740,100,198,2019-12-25 08:00:12.0,6.0,18.5,0,30.9
6506,24744,100,290,2019-12-25 08:01:48.0,0.0,2.147483647E8,0,6.9860000000000015
6506,24749,100,1143,2019-12-25 08:07:04.0,0.0,2.147483647E8,0,9.667
6506,24749,100,2339,2019-12-25 08:07:04.0,0.0,2.147483647E8,0,8.901
6506,24759,100,1400,2019-12-25 17:22:05.0,0.0,2.147483647E8,1,7.577000000000001
6507,24768,100,2031,2019-12-12 08:15:52.0,29.0,4.6,2,37.119
6507,24768,100,833,2019-12-12 08:16:21.0,34.0,5.5,2,52.774
6507,24768,100,1625,2019-12-12 08:16:55.0,40.0,4.9,2,54.986
6507,24768,100,429,2019-12-12 08:17:35.0,48.0,4.9,2,65.995
6507,24768,100,1895,2019-12-12 08:18:23.0,43.0,5.5,2,65.791
6507,24768,100,1297,2019-12-12 08:19:06.0,58.0,5.8,5,94.702
6507,24768,100,99,2019-12-12 08:20:04.0,71.0,2.6,0,51.791
6507,24768,100,100,2019-12-12 08:21:15.0,16.0,6.2,2,27.719
6507,24793,100,1457,2019-12-13 15:28:13.0,0.0,2.147483647E8,1,10.065
6508,24803,100,256,2019-12-11 12:18:18.0,12.0,2.0,0,6.843
6508,24811,100,126,2019-12-11 12:20:51.0,29.0,5.2,1,42.01600000000001
6508,24814,100,54,2019-12-11 12:22:31.0,260.0,0.6,0,43.341
6508,24817,100,1453,2019-12-11 16:28:20.0,0.0,2.147483647E8,2,7.591
6508,24820,100,291,2019-12-11 16:29:10.0,20.0,4.9,0,27.337
6508,24823,100,2309,2019-12-11 16:32:27.0,0.0,2.147483647E8,0,7.484
6508,24824,100,60,2019-12-12 08:11:51.0,13.0,2.7,0,9.782
6508,24824,100,1111,2019-12-12 08:12:04.0,89.0,3.8,0,95.211
6508,24824,100,1400,2019-12-12 08:13:33.0,2.0,13.6,0,7.577000000000001
6508,24824,100,200,2019-12-12 08:13:35.0,72.0,4.5,0,91.866
6508,24827,100,1395,2019-12-12 12:18:37.0,73.0,4.7,2,96.082
6508,24827,100,195,2019-12-12 12:19:50.0,506.0,0.2,1,29.265
6508,24827,100,1865,2019-12-12 12:28:16.0,33.0,3.3,1,30.351
6508,24827,100,665,2019-12-12 12:28:49.0,24.0,4.4,0,29.768
6508,24831,100,96,2019-12-13 12:20:31.0,33.0,6.5,5,59.745
6508,24834,100,2217,2019-12-13 12:23:46.0,0.0,2.147483647E8,0,76.946
6508,24835,100,1005,2019-12-13 12:23:51.0,30.0,7.9,0,65.988
6508,24835,100,1305,2019-12-13 12:24:21.0,2.0,15.6,0,8.703
6508,24836,100,245,2019-12-13 12:37:06.0,29.0,1.0,2,8.761000000000001
6508,24836,100,1106,2019-12-13 12:37:35.0,0.0,2.147483647E8,6,39.714
6508,24836,100,1396,2019-12-13 12:37:35.0,63.0,5.5,4,97.336
